<img src='/images/snake/tiny_cards/Bono.PNG' />;<img src='/images/snake/cards/Bono.PNG' />;Bono;Común;2; -;Hace aparecer 3 frutibonos. Disminuye a 3 el max. De cartas.;Hace aparecer tres carteles donde se pide coger cierta fruta. Al coger la primer fruta se obtienen 16000 puntos, al coger la segunda 32000 puntos y al coger la tercera 64000. Una vez que se coge una fruta de algun cartel, se tienen 40 segundos para conseguir la siguiente, o estos se resetean. También reduce la máxima cantidad de cartas a 3. Sólo se puede usar una de estas cartas a la vez.;
<img src='/images/snake/tiny_cards/Sopa.PNG' />;<img src='/images/snake/cards/Sopa.PNG' />;Sopa;Común;1; -;;Al accionarla, aparece una sopa donde todas las frutas que habían en la pantalla acaban en ella, sumándole solamente las vitaminas de dichas a la serpiente.;
<img src='/images/snake/tiny_cards/Boicot.PNG' />;<img src='/images/snake/cards/Boicot.PNG' />;Boicot;Común;0; -;Ningún pocarán aparecerá en esta partida.;Ningún pocarán aparecerá en la partida.;
<img src='/images/snake/tiny_cards/E.Fugaz.PNG' />;<img src='/images/snake/cards/E.Fugaz.PNG' />;E.Fugaz;Común;2; -;Cuando comes una fruta, una estrella fugaz aparecerá para buscar otras.;Cada vez que coges una fruta, una estrella fugaz lleva las otras frutas que se encuentren en la pantalla a la boca de la serpiente.;
<img src='/images/snake/tiny_cards/Doble.PNG' />;<img src='/images/snake/cards/Doble.PNG' />;Doble;Normal;3;10;Duplica las frutas existentes en la arena.;Duplica las frutas existentes en la arena.;
<img src='/images/snake/tiny_cards/Champi.PNG' />;<img src='/images/snake/cards/Champi.PNG' />;Champi;Normal;0; -;Cuando una fruta desaparece su score es restado a tus puntos.;Cuando una fruta desaparece su puntaje es restado a tus puntos. ¿Qué pasa con puntajes negativos?;
<img src='/images/snake/tiny_cards/Zippo.PNG' />;<img src='/images/snake/cards/Zippo.PNG' />;Zippo;Normal;1; -;Las frutas con hojas no causan ninguna penalidad en caso de desaparecer. La dinamita y los cerillos duplican su impacto.;"Las frutas con ""hoja"" en su descripción no consumen ningún escudo en caso de desaparecer. La dinamita y los cerillos duplican su impacto.";
<img src='/images/snake/tiny_cards/Regaliz.PNG' />;<img src='/images/snake/cards/Regaliz.PNG' />;Regaliz;Normal;-1; -;Una pequeña serpiente negra robará las frutas en la arena.;Una pequeña serpiente negra come también las frutas que hay en la pantalla, y puede pasar por encima de ti sin dañarte. La carta se deshabilita cuando la pequeña serpiente negra se estrella contra el muro.;
<img src='/images/snake/tiny_cards/Jeringa.PNG' />;<img src='/images/snake/cards/Jeringa.PNG' />;Jeringa;Normal;2; -;Las frutas de rango inferior a 50 no hacen engordar a la serpiente.;Las frutas cuyo número en la enciclofruta es menor a 50 no engordan a la serpiente.;
<img src='/images/snake/tiny_cards/Veneno.PNG' />;<img src='/images/snake/cards/Veneno.PNG' />;Veneno;Normal;2; -;Hace desaparecer progresivamente la cola de la serpiente, ¡Hasta su muerte!;Una vez que se activa con el teclado, la cola de tu serpiente se irá acortando hasta matarte.;
<img src='/images/snake/tiny_cards/Bomba.PNG' />;<img src='/images/snake/cards/Bomba.PNG' />;Bomba;Normal;3; -;Pone una bomba que destruirá todo a su alrededor.;Pone una bomba en un lugar aleatorio que destruirá todo a su alrededor, desde la cola de la serpiente, hasta las frutas cercanas.;
<img src='/images/snake/tiny_cards/Sonrisa.PNG' />;<img src='/images/snake/cards/Sonrisa.PNG' />;Sonrisa;Normal;-1; -;Una sonrisa aparece en la arena, ¡si la tocas pierdes la partida!;Tocar la sonrisa matará a la serpiente.;
<img src='/images/snake/tiny_cards/Shock.PNG' />;<img src='/images/snake/cards/Shock.PNG' />;Shock;Normal;2;7;Con cada uso todas las frutas son retiradas al azar.;Cuando se acciona, todas las frutas son sustituidas al azar por otras.;
<img src='/images/snake/tiny_cards/Gusano.PNG' />;<img src='/images/snake/cards/Gusano.PNG' />;Gusano;Normal;3; -;Cada fruta tiene 33% de posibilidades de no hacer engordar a tu serpiente.;Cada fruta tiene 33% de posibilidades de no hacer engordar a tu serpiente.;
<img src='/images/snake/tiny_cards/Pantufla.PNG' />;<img src='/images/snake/cards/Pantufla.PNG' />;Pantufla;Normal;0;5;Tu serpiente pierde velocidad por un instante.;Tu serpiente pierde algo de velocidad por cinco segundos.;
<img src='/images/snake/tiny_cards/Tijerotas.PNG' />;<img src='/images/snake/cards/Tijerotas.PNG' />;Tijerotas;Normal;3; -;Corta 30% de la cola de la serpiente.;Corta 30% de la cola de la serpiente.;
<img src='/images/snake/tiny_cards/Carretilla.PNG' />;<img src='/images/snake/cards/Carretilla.PNG' />;Carretilla;Normal;2; -;Aumenta la frutibarra en 20%.;Aumenta la frutibarra en 20% desde el inicio de la partida.;
<img src='/images/snake/tiny_cards/Espada.PNG' />;<img src='/images/snake/cards/Espada.PNG' />;Espada;Normal;2; -;Corta 50% de la cola de la serpiente y la frutibarra disminuye en 50%.;Corta 50% de la cola de la serpiente y la frutibarra disminuye en 50%.;
<img src='/images/snake/tiny_cards/Reloj.PNG' />;<img src='/images/snake/cards/Reloj.PNG' />;Reloj;Normal;2;18;¡Tu serpiente vuelve atrás en el tiempo por un instante!;Se vuelven 6 segundos en el tiempo, donde la serpiente retrocede lo que avanzó en dicho tiempo. Si alguna fruta aparece en el camino que recorrió la serpiente en esos 6 segundos, la serpiente la come.;
<img src='/images/snake/tiny_cards/Pipa.PNG' />;<img src='/images/snake/cards/Pipa.PNG' />;Pipa;Normal;1;5;Invierte la dirección de la serpiente;Al accionar la carta, la cabeza de la serpiente pasa a ser la cola, y la cola la cabeza, cambiando de sentido.;
<img src='/images/snake/tiny_cards/Escoba.PNG' />;<img src='/images/snake/cards/Escoba.PNG' />;Escoba;Normal;0; -;La sangre en la pantalla del juego se limpia poco a poco.;La sangre en la pantalla del juego se limpia poco a poco.;
<img src='/images/snake/tiny_cards/Molinito.PNG' />;<img src='/images/snake/cards/Molinito.PNG' />;Molinito;Normal;2; -;Aumenta ligeramente las probabilidades de aparición de los bonus.;Aumenta ligeramente las probabilidades de aparición de los bonus. Sólo se puede usar una de estas cartas a la vez.;
<img src='/images/snake/tiny_cards/Vela.PNG' />;<img src='/images/snake/cards/Vela.PNG' />;Vela;Normal;2; -;El score de las frutas que parpadean es multiplicado por 2.;El puntaje de las frutas que parpadean y están por desaparecer es multiplicado por 2.;
<img src='/images/snake/tiny_cards/Pimienta.PNG' />;<img src='/images/snake/cards/Pimienta.PNG' />;Pimienta;Normal;2; -;El score de cada fruta es aumentado en 200 puntos.;El puntaje de cada fruta es aumentado en 200 puntos.;
<img src='/images/snake/tiny_cards/Cascabel.PNG' />;<img src='/images/snake/cards/Cascabel.PNG' />;Cascabel;Normal;1; -;Siempre habrá por lo menos 2 frutas en la pantalla.;Siempre habrá por lo menos 2 frutas en la pantalla.;
<img src='/images/snake/tiny_cards/Cronos.PNG' />;<img src='/images/snake/cards/Cronos.PNG' />;Cronos;Normal;1; -;Si la partida dura menos de 3 minutos tu score será duplicado.;Si la partida dura menos de 3 minutos tu puntaje será duplicado.;
<img src='/images/snake/tiny_cards/Resorte.PNG' />;<img src='/images/snake/cards/Resorte.PNG' />;Resorte;Normal;4; -;Rebotas al tocar una pared.;;
<img src='/images/snake/tiny_cards/Llave.PNG' />;<img src='/images/snake/cards/Llave.PNG' />;Llave;Normal;1; -;Cuando usas un escudo, tu frutibarra aumena 1%.;Cuando no llegas a coger una fruta a tiempo y consumes un escudo, la frutibarra aumenta en un 1%.;
<img src='/images/snake/tiny_cards/Botas.PNG' />;<img src='/images/snake/cards/Botas.PNG' />;Botas;Normal;4; -;Divide por 2 tu velocidad.;Divide por 2 tu velocidad.;
<img src='/images/snake/tiny_cards/Cristal.PNG' />;<img src='/images/snake/cards/Cristal.PNG' />;Cristal;Normal;2; -;Puedes ver las posiciones de las próximas frutas.;Aparecerán circulos que titilan donde se encontrarán las próximas frutas. No mostrará aquellas que surgirán por coger la Bolsa. ;
<img src='/images/snake/tiny_cards/Delfin.PNG' />;<img src='/images/snake/cards/Delfin.PNG' />;Delfin;Normal;2; -;Las frutas azules no hacen engordar. Con su uso se genera un salvavidas.;"Las frutas con ""azul"" en su descripción no engordan a la serpiente, y al usar esta carta, aparece un salvavidas.";
<img src='/images/snake/tiny_cards/Pila.PNG' />;<img src='/images/snake/cards/Pila.PNG' />;Pila;Normal;2; -;La serpiente pierde velocidad cuando se acerca a los bordes de la arena.;La serpiente pierde velocidad cuando se acerca a los bordes de la arena.;
<img src='/images/snake/tiny_cards/Anabolix.PNG' />;<img src='/images/snake/cards/Anabolix.PNG' />;Anabolix;Normal;4; -; +100% de vitaminas para todas las frutas, pero pierdes al cabo de 3 min.;Las frutas aportarán el doble de vitaminas que suelen aportar llenando la frutibarra más rápido. Sin embargo, perderás a los tres minutos de haber iniciado la partida.;
<img src='/images/snake/tiny_cards/Licor.PNG' />;<img src='/images/snake/cards/Licor.PNG' />;Licor;Normal;1; -;Cuando recoges una pera, tu cola y desplazamiento son modificados.;"Cuando recoges una fruta con la palabra ""pera"" en su descripción, tu cola y desplazamiento son modificados.";
<img src='/images/snake/tiny_cards/Globo.PNG' />;<img src='/images/snake/cards/Globo.PNG' />;Globo;Normal;1; -;La velocidad del cronómetro es alterado por las curvas.;;
<img src='/images/snake/tiny_cards/Cascara.PNG' />;<img src='/images/snake/cards/Cascara.PNG' />;Cascara;Normal;0; -;Los scores de las frutas no aparecen en la pantalla.;No aparecerán los puntajes de las frutas que cogas.;
<img src='/images/snake/tiny_cards/Abono.PNG' />;<img src='/images/snake/cards/Abono.PNG' />;Abono;Normal;1; -;En el tercer minuto, tu frutibarra aumenta en 25%;En el tercer minuto, tu frutibarra aumenta en 25%;
<img src='/images/snake/tiny_cards/R.Esbelta.PNG' />;<img src='/images/snake/cards/R.Esbelta.PNG' />;R.Esbelta;Normal;1; -;Cada vez que tocas la runa, tu cola se acorta.;Cada vez que tocas la runa, tu cola se acorta. La runa aparece siempre en el mismo lugar, y desde haber sido tocada, tarda 9 segundos en reaparecer.;
<img src='/images/snake/tiny_cards/Glotis.PNG' />;<img src='/images/snake/cards/Glotis.PNG' />;Glotis;Normal;2;1;Escupe automáticamente las frutas negativas.;Escupe automáticamente las frutas de puntaje negativo. Si consumes una fruta negativa en el segundo que tarda en recargarse, restará de todas formas los puntos correspondientes.;
<img src='/images/snake/tiny_cards/Corona.PNG' />;<img src='/images/snake/cards/Corona.PNG' />;Corona;Normal;2; -;Al ser lanzada, esta carta es reemplazada por una con 1 o 2 karmas.;;
<img src='/images/snake/tiny_cards/P.amarilla.PNG' />;<img src='/images/snake/cards/P.amarilla.PNG' />;P.amarilla;Normal;2; -;La serpiente esquiva automáticamente el muro.;La serpiente esquiva automáticamente el muro, y aparece desde cero desde el mismo punto en el que se hubiera chocado, con toda la cola que se formó. Luego de chocarse contra el muro, queda inhabilitada.;
<img src='/images/snake/tiny_cards/Paranoia.PNG' />;<img src='/images/snake/cards/Paranoia.PNG' />;Paranoia;Normal;-1; -;Tu cola se acerca permanentemente. ;Tu cola se acerca permanentemente. ;
<img src='/images/snake/tiny_cards/Mixer.PNG' />;<img src='/images/snake/cards/Mixer.PNG' />;Mixer;Normal;2; -;Las furtas similares son atraídas de 2 en 2 para formar una fruta superior. (12 categorías). Con su uso pierdes parte de tu cola.;Junta dos frutas iguales y las convierte en la correspondiente a la fruta cuyo número en la enciclofruta es doce unidades mayor. Al usarla, perderás parte de tu cola.;
<img src='/images/snake/tiny_cards/Candado.PNG' />;<img src='/images/snake/cards/Candado.PNG' />;Candado;Normal;1; -;Tu frutibarra ya no puede crecer ni reducirse.;Una vez que se activa, la frutibarra no puede ni crecer ni decrecer.;
<img src='/images/snake/tiny_cards/Cofre.PNG' />;<img src='/images/snake/cards/Cofre.PNG' />;Cofre;Normal;1; -; Hace aparecer 3 collares.; Hace aparecer 3 collares.;
<img src='/images/snake/tiny_cards/Hormona.PNG' />;<img src='/images/snake/cards/Hormona.PNG' />;Hormona;Normal;-2; -;El tamaño de tu serpiente aumenta automáticamente.;El tamaño de tu serpiente aumenta automáticamente.;
<img src='/images/snake/tiny_cards/Heno.PNG' />;<img src='/images/snake/cards/Heno.PNG' />;Heno;Normal;2; -;Las frutas negativas no te hacen engordar, pero aumentan tu frutibarra en un 2%.;Las frutas negativas no te hacen engordar, pero aumentan tu frutibarra en un 2%.;
<img src='/images/snake/tiny_cards/Niebla.PNG' />;<img src='/images/snake/cards/Niebla.PNG' />;Niebla;Normal;-1; -;Una niebla espesa cubre el juego.;Una niebla espesa cubre el juego.;
<img src='/images/snake/tiny_cards/Pluma.PNG' />;<img src='/images/snake/cards/Pluma.PNG' />;Pluma;Rara;3; -;La velocidad de tu serpiente disminuye en 30% constantemente.;La velocidad de tu serpiente disminuye en 30% constantemente. Sólo se puede usar una de estas cartas a la vez.;
<img src='/images/snake/tiny_cards/P.naranja.PNG' />;<img src='/images/snake/cards/P.naranja.PNG' />;P.naranja;Rara;-1; -;¡La serpiente se contorsiona hacia todos lados!;;
<img src='/images/snake/tiny_cards/Luna.PNG' />;<img src='/images/snake/cards/Luna.PNG' />;Luna;Rara;4; -;Tu frutibarra no puede descender a menos de 30%.;Tu frutibarra no puede descender a menos de 30%, ¿Cómo es el inicio?.;
<img src='/images/snake/tiny_cards/Salida.PNG' />;<img src='/images/snake/cards/Salida.PNG' />;Salida;Rara;1; -;Con su uso la partida se termina y ganas un bonus de 30% en tu score.;Al activarla, la partida termina y ganas un bonus de 30% en tu puntaje realizado.;
<img src='/images/snake/tiny_cards/Ankh.PNG' />;<img src='/images/snake/cards/Ankh.PNG' />;Ankh;Rara;5;;;;
<img src='/images/snake/tiny_cards/Masacre.PNG' />;<img src='/images/snake/cards/Masacre.PNG' />;Masacre;Rara;3;60;Corta entre 60 y 120 cm de cola. ;Corta entre 60 y 120 cm de cola. ;
<img src='/images/snake/tiny_cards/Correa.PNG' />;<img src='/images/snake/cards/Correa.PNG' />;Correa;Rara;2; -;La serpiente no digiere más de dos frutas a la vez.;La serpiente no digiere más de dos frutas a la vez. ¿qué pasa cuando se intentan 2 de una?;
<img src='/images/snake/tiny_cards/Patines.PNG' />;<img src='/images/snake/cards/Patines.PNG' />;Patines;Rara;-1; -;Aumenta la capacidad de aceleración de la serpiente.;Aumenta la capacidad de aceleración de la serpiente.;
<img src='/images/snake/tiny_cards/Vampiro.PNG' />;<img src='/images/snake/cards/Vampiro.PNG' />;Vampiro;Rara;-1; -;Las tijeras y los intrumentos de música ya no aparecen.;Las tijeras y los intrumentos de música ya no aparecen.;
<img src='/images/snake/tiny_cards/Chupete.PNG' />;<img src='/images/snake/cards/Chupete.PNG' />;Chupete;Rara;2; -;El score de las frutas dulces aumenta en 50%.;"El puntaje de las frutas con la palabra ""dulce"" en su descripción aumenta en 50%.";
<img src='/images/snake/tiny_cards/Anillo.PNG' />;<img src='/images/snake/cards/Anillo.PNG' />;Anillo;Rara;2; -;Aumenta en 50% tu capacidad de girar.;Aumenta en 50% tu capacidad de girar.;
<img src='/images/snake/tiny_cards/Tapiz.PNG' />;<img src='/images/snake/cards/Tapiz.PNG' />;Tapiz;Rara;2; -;Las frutas de rango bajo ya no aparecen cuando tu frutibarra aumenta.;Las frutas de rango bajo ya no aparecen cuando tu frutibarra aumenta.;
<img src='/images/snake/tiny_cards/Lana.PNG' />;<img src='/images/snake/cards/Lana.PNG' />;Lana;Rara;1; -;Cada fruta no dulce reduce tu cola en 10cm.;"Cada fruta que no tenga ""dulce"" en su descripción reduce tu cola en 10cm.";
<img src='/images/snake/tiny_cards/Miel.PNG' />;<img src='/images/snake/cards/Miel.PNG' />;Miel;Rara;1; -;El score de las flores es multiplicado por 5.;El puntaje de las flores es multiplicado por 5.;
<img src='/images/snake/tiny_cards/Hoja.PNG' />;<img src='/images/snake/cards/Hoja.PNG' />;Hoja;Rara;4; -;Divide por 2 el score de tus frutos hojosos y ya no engordan a tu serpiente. Las calorías son reducidas a cero.;"Las frutas con ""hoja"" en su descripción no engordan, pero dan la mitad de su puntaje.";
<img src='/images/snake/tiny_cards/Panuelo.PNG' />;<img src='/images/snake/cards/Panuelo.PNG' />;Panuelo;Rara;1; -;Con cada desaparición de bonus ganas 3500 puntos.;Por cada objetos bonus que desaparece, ganas 3500 puntos.;
<img src='/images/snake/tiny_cards/Detonad..PNG' />;<img src='/images/snake/cards/Detonad..PNG' />;Detonad.;Rara;2; -;Aumenta las probabilidades de aparición de las dinamitas.;Aumenta las posibilidades de que aparezcan dinamitas.;
<img src='/images/snake/tiny_cards/Molino.PNG' />;<img src='/images/snake/cards/Molino.PNG' />;Molino;Rara;4; -;Aumenta las probabilidades de aparición de los bonus.;Aumenta las probabilidades de aparición de los bonus. Sólo se puede usar una de estas cartas a la vez.;
<img src='/images/snake/tiny_cards/Ampli.PNG' />;<img src='/images/snake/cards/Ampli.PNG' />;Ampli;Rara;2; -;Aumenta las probabilidades de aparición de los instrumentos musicales.;Aumenta las probabilidades de aparición de los instrumentos musicales (guitarra, trompeta y flauta).;
<img src='/images/snake/tiny_cards/Sierra.PNG' />;<img src='/images/snake/cards/Sierra.PNG' />;Sierra;Rara;2;20;;;
<img src='/images/snake/tiny_cards/Idolo.PNG' />;<img src='/images/snake/cards/Idolo.PNG' />;Idolo;Rara;-1; -;Aumenta las posibilidades de encontrar frutas negativas.;Aumenta las posibilidades de encontrar frutas con puntajes negativos.;
<img src='/images/snake/tiny_cards/Caldero.PNG' />;<img src='/images/snake/cards/Caldero.PNG' />;Caldero;Rara;0; -;Las calabazas aumentan el % de regeneración de los escudos.;Las calabazas aumentan el % de regeneración de los escudos.;
<img src='/images/snake/tiny_cards/Lazo.PNG' />;<img src='/images/snake/cards/Lazo.PNG' />;Lazo;Rara;1; -;Cuando se abren las cajas de frutas éstas no saltan muy lejos.;Cuando se abren las cajas de frutas éstas no saltan muy lejos.;
<img src='/images/snake/tiny_cards/Poc.roja.PNG' />;<img src='/images/snake/cards/Poc.roja.PNG' />;Poc.roja;Rara;2; -;El valor de las frutas rojas es duplicado.;"El puntaje de las frutas con la palabra ""roja"" en su descripción, es duplicado.";
<img src='/images/snake/tiny_cards/Cubo.PNG' />;<img src='/images/snake/cards/Cubo.PNG' />;Cubo;Rara;-1; -;Las dinamitas y cerillos desaparecen mas rápidamente.;Las dinamitas y cerillos desaparecen mas rápidamente.;
<img src='/images/snake/tiny_cards/Invernad..PNG' />;<img src='/images/snake/cards/Invernad..PNG' />;Invernad.;Rara;1; -;En vez de desaparecer, las frutas verdes se transforman en rojas.;"En vez de desaparecer, las frutas con descripción ""verde"" se transforman en otras con descripción ""roja"".";
<img src='/images/snake/tiny_cards/Caca.PNG' />;<img src='/images/snake/cards/Caca.PNG' />;Caca;Rara;2; -;60% de las calorías de las frutas son digeridas y evacuadas en la arena.;Cada fruta digerida será transformada en un excremento, y aportará un 60% menos de sus calorías.;
<img src='/images/snake/tiny_cards/Polvo.PNG' />;<img src='/images/snake/cards/Polvo.PNG' />;Polvo;Rara;1; -;Cada fruta lanza un polvo mágico. +1 punto por fruta y grano.;;
